House ID,Golden Grains
6e33de10,1267785.9529981557
6e33de16,1352464.1453807869
6e33de18,1255975.71283145
6e33de1d,1344991.0992750723
6e33de22,1163966.5838970097
6e33de24,1436221.3379484878
6e33de2a,1360366.5648302294
6e33de2f,1448520.5510116725
6e33de35,1443291.3286054144
6e33de3a,1333858.7418706652
6e33de3e,1449311.1900789246
6e33de42,1497805.291841052
6e33de47,1122075.4723372648
6e33de4b,1634756.590859172
6e33de4e,1398785.3282196983
6e33de54,815023.4733853713
6e33de56,1603191.341681902
6e33de58,972762.5334440704
6e33de5a,1339600.0816607266
6e33de5c,967186.4725842499
6e33de61,1574113.3222081214
6e33de65,1441273.8058205494
6e33de6a,1237849.6426948786
6e33de6e,1265583.0388075162
6e33de70,1292792.5046239905
6e33de76,1357335.1108600418
6e33de7b,975100.7874662412
6e33de80,1506614.7292429977
6e33de85,1442464.5584934691
6e33de88,1012805.6039520609
6e33de8e,1421685.8232262703
6e33de91,1491346.3412381557
6e33de95,1212443.6825741373
6e33de97,1466800.2844977232
6e33de9b,1543545.7555628903
6e33dea1,1365881.8728752914
6e33dea5,1088433.3925749192
6e33dea8,989397.2143047955
6e33deaa,1174080.590200532
6e33dead,1164039.1408539186
6e33deb3,1440365.3893171884
6e33deb9,1133605.8423355594
6e33debd,1468313.9337858446
6e33dec1,1125254.9706204995
6e33dec4,1497499.7175732127
6e33dec9,1248991.565889714
6e33decc,1519518.2813804946
6e33ded2,1357110.4198562638
6e33ded7,1530739.2087365417
6e33dedb,1314625.413267208
6e33dede,1554564.9925197503
6e33dee2,1294087.5892897267
6e33dee6,1127259.6484873765
6e33deec,1339788.2079481073
6e33def0,1447642.1176986773
6e33def6,881501.2208428426
6e33def8,1366704.1062259793
6e33defc,1348879.2994125024
6e33df02,1391646.8315388488
6e33df04,1394564.237560287
6e33df07,1306880.0663551318
6e33df0c,1257300.7058406041
6e33df0f,1471185.9808286794
6e33df14,1528433.0861595648
6e33df19,1318746.4221407834
6e33df1f,1269270.4113905635
6e33df25,1431013.2652562896
6e33df29,1200769.4736020488
6e33df2e,1336325.5450102948
6e33df33,1475441.5570009504
6e33df35,1173771.6499754358
6e33df39,1218087.053631041
6e33df3d,779110.8162697203
6e33df41,1504725.3564128422
6e33df45,934509.0521906386
6e33df4a,1393119.815367758
6e33df4e,1448314.4945369796
6e33df54,1310817.2909178783
6e33df58,1216290.3352010073
6e33df5c,913972.2716165078
6e33df62,1325116.8061413376
6e33df64,1529593.4078291336
6e33df68,1303339.9974327474
6e33df6d,1220238.831202049
6e33df72,1414020.4180427364
6e33df77,1186168.3760188774
6e33df7a,1096237.4411684275
6e33df7e,1149863.7541033207
6e33df82,1518917.0742114163
6e33df85,1243298.091576563
6e33df88,1302937.531324889
6e33df8c,1456596.4557600352
6e33df92,1242125.5270329954
6e33df94,1284658.0724750177
6e33df99,1358239.0803119806
6e33df9c,1301282.3146568784
6e33df9e,1487120.0611965237
6e33dfa4,1230962.1018089163
6e33dfa6,1188479.2065489062
6e33dfab,1353601.8694428985
6e33dfae,1424761.0384340559
6e33dfb2,1348612.152909515
6e33dfb6,1465513.5347533876
6e33dfb8,1440836.7545218884
6e33dfba,1117943.3008346707
6e33dfbc,1386018.560944632
6e33dfbe,1440972.278526371
6e33dfc4,1376240.5512892948
6e33dfc9,1456453.0549644036
6e33dfcc,853898.936802526
6e33dfd2,1304605.639401348
6e33dfd4,1442134.303923097
6e33dfd7,1333865.3927458106
6e33dfdd,1138600.9497732492
6e33dfe1,1286168.769788903
6e33dfe3,1099202.0357560662
6e33dfe6,1563595.7231599418
6e33dfeb,1315574.5498403574
6e33dfee,945845.2431755962
6e33dff4,1013999.9203887242
6e33dffa,1197715.114631852
6e33e000,1416680.0787957448
6e33e004,1324895.110330859
6e33e008,849634.4888922409
6e33e00a,1148050.1160127036
6e33e00f,1244310.7812324376
6e33e014,1333754.4253370885
6e33e019,1418065.6847672013
6e33e01d,1315989.434533614
6e33e01f,1422559.8204117967
6e33e023,1387411.938535573
6e33e027,1289561.3644794293
6e33e02a,1297339.9711347762
6e33e02c,1189753.3662829576
6e33e032,1489956.648814627
6e33e034,1016821.7664288401
6e33e038,1452303.1674577
6e33e03c,1448940.5902499487
6e33e041,1206025.9121810235
6e33e044,1497651.19930365
6e33e047,1191824.726682634
6e33e049,1500043.3074572831
6e33e04c,1289970.313722874
6e33e04e,1234159.5038752425
6e33e054,985807.7339121895
6e33e057,1299821.7652161678
6e33e05a,1437210.9129030332
6e33e060,1222841.664216217
6e33e065,1216004.8441265058
6e33e06a,1152705.9852092806
6e33e06c,1413311.4434662906
6e33e071,1544963.0960721364
6e33e075,1457155.5879944777
6e33e07a,1085404.7671163233
6e33e07c,1229425.922283949
6e33e082,1202371.823052439
6e33e088,1402326.5838865382
6e33e08d,1480667.8420012987
6e33e093,1503852.8763984959
6e33e097,1148413.8210933649
6e33e09d,1233782.6890705337
6e33e09f,1176075.9660318312
6e33e0a4,1442418.468902592
6e33e0a9,1228904.1119651608
6e33e0ad,845647.4170884306
6e33e0af,1368014.7600619015
6e33e0b2,1160936.7247569477
6e33e0b6,1401396.9982225362
6e33e0ba,991967.5513747396
6e33e0bf,1281046.454621393
6e33e0c1,1275806.303800875
6e33e0c4,1248383.4687453194
6e33e0c8,1135170.3292775026
6e33e0cc,1520337.7924317017
6e33e0d0,1342353.4903404168
6e33e0d2,1354525.0662906487
6e33e0d7,1354664.8563471457
6e33e0dd,1338710.3049430873
6e33e0e1,1555164.1735965274
6e33e0e7,1306640.7506686498
6e33e0ec,917447.4516815628
6e33e0f0,1284882.810119074
6e33e0f6,1478849.4718017243
6e33e0fb,1480550.9700941283
6e33e0fd,1212504.3114680368
6e33e100,922014.9161630422
6e33e103,1098002.8043050806
6e33e107,1227056.9063007466
6e33e10b,1142378.3218392374
6e33e10e,1402602.7429484823
6e33e112,1353845.8805518711
6e33e118,1460409.3367103138
6e33e11b,1304007.636774451
6e33e121,1488938.7343275358
6e33e127,1297162.5655241685
6e33e12a,1247708.857549815
6e33e130,1462116.4502778542
6e33e134,953333.4577519412
6e33e13a,1415320.5461030789
6e33e140,1048212.6250129177
6e33e145,1268244.3564898367
6e33e149,1192550.1496374405
6e33e14b,1214262.956171582
6e33e14e,949495.5831886514
6e33e150,1243471.8324713947
6e33e156,1296537.521474069
6e33e158,998488.8464400242
6e33e15c,1581509.1232989081
6e33e15f,1310689.2936941695
6e33e162,1420472.7358957957
6e33e164,1408296.1833854613
6e33e166,1444640.1961360907
6e33e16b,1010433.170424048
6e33e16f,1294886.8081442202
6e33e174,1184878.9472513525
6e33e179,1329545.1413578722
6e33e17d,1135473.1551185332
6e33e17f,1285651.81613715
6e33e182,1316813.1661585572
6e33e184,1451477.8289312937
6e33e187,1321788.5903107217
6e33e189,1452095.3599207068
6e33e18c,1371624.5312836682
6e33e190,1293540.2242791387
6e33e195,1229279.514341353
6e33e199,1460088.9086429465
6e33e19b,1353016.9163483793
6e33e1a1,1216004.392272703
6e33e1a3,1476579.1783591232
6e33e1a6,1450350.7179663274
6e33e1ac,1452665.1655977895
6e33e1b1,1222850.5249599041
6e33e1b3,1392459.9506708663
6e33e1b8,1315859.5674475858
6e33e1bb,794080.2544887215
6e33e1bf,1191930.5219964636
6e33e1c3,1423996.303558637
6e33e1c6,1416351.2732950484
6e33e1c9,1454526.486160591
6e33e1cc,1487284.0217742817
6e33e1d0,1493847.2171524768
6e33e1d4,1453709.4285289932
6e33e1d6,1300943.8508992319
6e33e1dc,1383652.387321759
6e33e1e0,1149881.5990794075
6e33e1e4,1124251.92439082
6e33e1e6,1139876.6282519305
6e33e1e9,1417060.3250672957
6e33e1eb,1200735.4192152459
6e33e1f0,1427195.195250289
6e33e1f4,1047523.3769214114
6e33e1f8,1263459.3699192822
6e33e1fa,1385046.461860566
6e33e200,1145421.455345431
6e33e203,1429837.193718371
6e33e209,1522846.613163584
6e33e20c,1350564.6555316562
6e33e20f,1168082.6530580474
6e33e214,1390947.7108349074
6e33e218,1238794.4638734043
6e33e21b,1451327.1961205557
6e33e221,1322082.5937639812
6e33e223,1215984.815272796
6e33e229,1356560.773985969
6e33e22b,1334196.2144957494
6e33e231,1455944.798054738
6e33e237,1286343.25736348
6e33e23a,924131.1706372176
6e33e23f,1097119.9209107275
6e33e241,1426315.707533773
6e33e247,1220738.2954308107
6e33e24b,1323499.944963888
6e33e250,1364120.2482371684
6e33e254,1023177.1144925712
6e33e259,1537710.0054882541
6e33e25e,1488293.8432550363
6e33e262,1427857.881440772
6e33e267,1503693.15520339
6e33e26a,1322250.3788404877
6e33e26d,1392742.0600059805
6e33e270,1416073.146196101
6e33e275,1457279.5495693674
6e33e278,780495.0488132531
6e33e27e,1368344.651371734
6e33e284,993820.0810738251
6e33e28a,1304214.4188001202
6e33e28c,1198230.6947504645
6e33e292,1076767.6158619423
6e33e297,1494807.1734224139
6e33e299,1306346.732230439
6e33e29f,879704.0064233531
6e33e2a1,1377638.6407805267
6e33e2a7,1286981.7704498554
6e33e2ad,1441061.4785459973
6e33e2b1,952840.9981616596
6e33e2b5,1008445.4613352906
6e33e2ba,1301022.5661603312
6e33e2be,1361505.3595699293
6e33e2c0,1129789.4298706132
6e33e2c6,1120637.6957674816
6e33e2ca,1364047.8576475251
6e33e2ce,1417997.4658559272
6e33e2d1,1315110.6863164983
6e33e2d3,1061428.1467856325
6e33e2d5,1359351.7381252244
6e33e2da,1356634.0810855099
6e33e2dd,1204948.896540929
6e33e2e0,1200506.055001954
6e33e2e3,1322028.9726503282
6e33e2e5,1045892.438755885
6e33e2ea,1418508.488765459
6e33e2f0,1304406.9834802642
6e33e2f6,1407831.327286153
6e33e2f9,1087982.2622380545
6e33e2fd,1298184.9570351478
6e33e302,1498912.3032485663
6e33e307,1468846.84581818
6e33e30b,1156051.3525355428
6e33e310,1403168.8607689787
6e33e314,1248776.0253763576
6e33e319,1258250.1441629734
6e33e31c,1413051.313566793
6e33e31e,1184262.1622820364
6e33e324,1246273.3608139176
6e33e329,1363763.2265689878
6e33e32e,1561280.665406295
6e33e333,850586.3587101493
6e33e338,1604275.0255144737
6e33e33d,1376155.089087602
6e33e33f,1511873.34351439
6e33e342,1117444.9738724758
6e33e344,1311140.932266355
6e33e347,956341.9343979054
6e33e34c,1140397.0491717388
6e33e352,1453402.696456873
6e33e357,1445449.3883138173
6e33e35d,1233738.433360165
6e33e361,1100367.542847875
6e33e365,1547578.1098448883
6e33e36b,1333631.8636931372
6e33e36d,1528434.799868715
6e33e371,1334232.3240101142
6e33e373,1492349.7930979885
6e33e376,1479744.3470022301
6e33e378,1344629.1635961907
6e33e37c,1363811.9928793814
6e33e37f,1381246.9138927811
6e33e383,1224031.0737777932
6e33e385,1201079.6172868605
6e33e38a,1488257.479087167
6e33e38f,955372.5463957279
6e33e391,1448764.6072598402
6e33e395,1343441.995101668
6e33e39a,1081199.7544942235
6e33e39c,1105609.3334996311
6e33e3a1,1263825.567956797
6e33e3a5,1267305.112062953
6e33e3ab,1310684.7173452363
6e33e3b1,1357928.9862063
6e33e3b3,1355088.5852245262
6e33e3b9,1327627.8449006556
6e33e3bf,1440887.8306119551
6e33e3c1,1117573.9073844627
6e33e3c7,1147953.3747950753
6e33e3cc,1095324.352918846
6e33e3d2,1488430.1264118308
6e33e3d8,1219491.7945105415
6e33e3dd,996879.1847777772
6e33e3e1,1245127.4061778658
6e33e3e4,1279209.2729137265
6e33e3e8,1142474.4155351988
6e33e3ea,1367518.3325289271
6e33e3ed,1533758.968689894
6e33e3ef,1344990.4633162366
6e33e3f1,1502950.3802953458
6e33e3f7,1352935.6982401328
6e33e3fa,1175309.172429163
6e33e3ff,1424732.6232091999
6e33e401,1165513.2389917066
6e33e403,1229482.373899707
6e33e406,1465476.5317658763
6e33e409,1409854.897552533
6e33e40f,1362118.1632746386
6e33e411,1324875.187666683
6e33e415,1168227.576947874
6e33e41b,920247.4410645058
6e33e41f,1068469.3912519692
6e33e421,1055048.408290897
6e33e427,980099.1006529292
6e33e42b,1490181.363712089
6e33e42d,1096525.618766258
6e33e42f,1476465.9407480496
6e33e431,1443683.5200632052
6e33e433,1328416.2685200365
6e33e437,1292509.0769172458
6e33e43d,1415444.3541658842
6e33e440,1544535.2822156763
6e33e442,1415052.7360881004
6e33e444,1116941.9666653892
6e33e447,1318399.3591789799
6e33e44d,1432294.3089137406
6e33e44f,1282840.811657185
6e33e453,1368161.5911337147
6e33e458,1212579.5166390336
6e33e45d,1095661.4930466432
6e33e462,1305271.5371738346
6e33e464,1454217.82523734
6e33e467,1406420.159465804
6e33e46c,1272065.0408677184
6e33e46f,1362721.0351176579
6e33e473,1229062.5718700485
6e33e476,1263022.530620522
6e33e47a,1046102.5533846808
6e33e47f,959297.593255486
6e33e485,1410621.4471482874
6e33e48a,1466578.0888668888
6e33e48d,1477221.1728051128
6e33e48f,1359103.4548333115
6e33e492,1446290.6162360231
6e33e497,1472804.8645476873
6e33e49d,1087934.2200660612
6e33e4a1,1548117.802513654
6e33e4a6,1422421.4802437848
6e33e4a9,1091176.858963852
6e33e4ad,1363536.0034287611
6e33e4b1,1418344.887242877
6e33e4b3,1389161.5451992014
6e33e4b5,1378633.6592226888
6e33e4b9,1246329.703557062
6e33e4be,1506023.4378438334
6e33e4c3,1617896.168627987
6e33e4c8,1213840.2556396113
6e33e4cd,1216932.4606014679
6e33e4cf,1463638.1217745584
6e33e4d1,1102212.8181485927
6e33e4d4,1021931.6342099982
6e33e4d7,1507515.525219516
6e33e4d9,1533806.425971135
6e33e4db,1330865.8403122742
6e33e4e1,1274208.6737357737
6e33e4e3,1308938.3276989467
6e33e4e9,1238597.8754963465
6e33e4ef,1517274.598499618
6e33e4f5,1215431.4744784855
6e33e4fb,1258224.889708135
6e33e4ff,1384908.5262107304
6e33e501,797423.3947971219
6e33e505,1491767.3847392923
6e33e50b,1443135.0231981503
6e33e50e,1317224.280664918
6e33e511,1565980.8377721768
6e33e516,1457914.5790286523
6e33e51a,1571618.761683981
6e33e520,1293688.6362927824
6e33e526,1300737.0708738028
6e33e528,1334684.9772930383
6e33e52e,1264328.7964477176
6e33e533,1178743.5779232574
6e33e535,1378348.4918220928
6e33e53b,1520446.1809498407
6e33e53e,1362414.939418706
6e33e540,1487312.9155279505
6e33e542,1070048.1248949955
6e33e547,1424060.6621285686
6e33e549,995495.6148094998
6e33e54d,990015.3759337964
6e33e553,1173825.626829318
6e33e558,1436929.8614039219
6e33e55e,1327967.8015083296
6e33e563,1370306.1605251036
6e33e568,1125130.3145733275
6e33e56a,1254155.6511319394
6e33e56c,1300178.37145117
6e33e56e,1101164.456936366
6e33e573,1026390.2030159412
6e33e579,1369052.0886789607
6e33e57b,1289621.6243816565
6e33e581,944058.9006283719
6e33e583,1579093.9268581357
6e33e587,1207197.0978223654
6e33e589,1208276.1094531368
6e33e58c,1421987.4011542595
6e33e591,1141088.7072705992
6e33e596,1522199.2330509468
6e33e59b,1192532.3918128647
6e33e59e,1416089.3976352012
6e33e5a2,1401080.672734554
6e33e5a8,1362650.6839471133
6e33e5aa,1447372.1916694187
6e33e5ad,1091351.799223394
6e33e5b3,1432422.279888846
6e33e5b8,1448115.813786516
6e33e5bd,1157683.1053562823
6e33e5c2,1407332.2482388942
6e33e5c4,1295880.0859658825
6e33e5c9,1234719.9039728723
6e33e5cf,1028524.0041063775
6e33e5d3,1329455.1019579982
6e33e5d8,1211102.5043489337
6e33e5db,1236418.333497041
6e33e5de,1328553.537915523
6e33e5e3,1437057.0391381988
6e33e5e8,1081041.2439848431
6e33e5ee,1488369.8879932459
6e33e5f4,1001242.1946918573
6e33e5f9,1298245.833214627
6e33e5fc,1176173.6854409568
6e33e602,1455000.9721070598
6e33e606,1166320.9194115268
6e33e60c,1300242.5125277573
6e33e60f,1203080.674244885
6e33e612,1500578.19412796
6e33e618,1255848.9735867698
6e33e61c,1563403.414110099
6e33e622,1462332.6735434087
6e33e628,1141263.198133001
6e33e62d,1537233.5414390396
6e33e632,1229484.1027320717
6e33e634,1476772.5791051579
6e33e638,1331258.24334043
6e33e63b,1193695.2037892276
6e33e640,1523239.2727948793
6e33e644,1379817.9699261112
6e33e649,1230234.523064625
6e33e64e,849814.0405261868
6e33e650,1383018.5605869256
6e33e655,1415645.8901276912
6e33e659,1554798.4143736723
6e33e65d,1396984.7959395533
6e33e662,1429428.719719145
6e33e667,1505011.699325547
6e33e66a,1259211.9696059707
6e33e670,1323852.1974427975
6e33e673,1194674.343198403
6e33e675,1398573.718002556
6e33e678,1211265.8358719344
6e33e67d,1355554.1573050092
6e33e681,1527840.9823782262
6e33e684,1575434.663147408
6e33e688,1478815.8527916728
6e33e68e,1177014.8501316202
6e33e694,1386655.5671196857
6e33e696,1067873.8335633518
6e33e699,1065580.5755707729
6e33e69f,1475562.813800851
6e33e6a1,1470996.6361519757
6e33e6a4,1374562.6174175432
6e33e6a6,1503406.2901503996
6e33e6a9,1446171.0778020814
6e33e6ad,1131242.5121502513
6e33e6b3,1558873.8356416086
6e33e6b7,1400754.6132739775
6e33e6bb,1504263.2024512778
6e33e6c0,991935.949810041
6e33e6c4,1403718.5097645107
6e33e6c6,1525388.4640058533
6e33e6c9,1329030.4508151584
6e33e6ce,1124890.2865292826
6e33e6d3,1482858.8221582265
6e33e6d5,1007612.8346214008
6e33e6d7,1142169.4869779097
6e33e6d9,1308318.216333617
6e33e6dd,1530565.7360003262
6e33e6df,1372116.3310370238
6e33e6e3,1217356.58534293
6e33e6e8,1467348.5271827949
6e33e6ed,1361576.0862403659
6e33e6f2,1361597.2994629436
6e33e6f8,1421494.6400357895
6e33e6fd,1309597.8011055915
6e33e702,1496457.1372578405
6e33e708,896143.0990057718
6e33e70d,1116550.7484469903
6e33e710,1459760.46915029
6e33e714,1204772.0289811653
6e33e71a,1327097.4423167745
6e33e71c,1473631.6075522369
6e33e71e,1222663.3499252198
6e33e720,1201862.8248543176
6e33e723,974168.8173498737
6e33e729,944487.3787448832
6e33e72e,1564820.1871474097
6e33e732,1376937.9175051851
6e33e736,1086617.7752204814
6e33e73b,1398111.9647613869
6e33e73f,1044386.2349419659
6e33e741,1291948.237326462
6e33e743,1054400.5734085222
6e33e749,1349958.557787147
6e33e74e,856012.9496413171
6e33e752,1473358.609518166
6e33e754,1250135.5923787076
6e33e758,1345221.3671878
6e33e75c,1519976.3164907142
6e33e760,1348119.1974004547
6e33e764,993866.9403268609
6e33e769,1126085.619952249
6e33e76d,1653310.077401023
6e33e773,1099308.3573470982
6e33e777,909894.6864891883
6e33e77d,1081431.7242438076
6e33e782,1236119.471972366
6e33e786,1144377.2080611717
6e33e78a,1464868.1931606655
6e33e790,1450115.782192769
6e33e795,1420815.9639841313
6e33e799,1320991.1887690756
6e33e79c,1019082.7424308028
6e33e7a1,1411979.7621441884
6e33e7a4,1468879.3320231868
6e33e7a7,969492.8363461436
6e33e7aa,1356351.3737598688
6e33e7ae,1338137.076754396
6e33e7b3,1466058.9603396046
6e33e7b6,1543259.7736289462
6e33e7b8,1266246.4508064196
6e33e7ba,1196380.440543444
6e33e7be,911932.4854631256
6e33e7c1,1387758.7780772776
6e33e7c5,1162729.1020470737
6e33e7cb,1408635.650113173
6e33e7cf,1002577.1232754004
6e33e7d2,1148820.7046745843
6e33e7d6,1000624.8804479642
6e33e7d8,893614.3496091224
6e33e7db,1213755.490441475
6e33e7de,1375028.2479629067
6e33e7e3,1058363.0350446557
6e33e7e7,1335305.237912984
6e33e7e9,994048.79349945
6e33e7ee,1012650.0240092431
6e33e7f3,1227489.8599535038
6e33e7f8,1275983.391341935
6e33e7fd,1461439.3433912038
6e33e803,1352443.1328829115
6e33e809,1471313.147261793
6e33e80b,1545053.961784178
6e33e80d,1136202.7445726485
6e33e812,1360132.3277069228
6e33e814,1372856.3742301853
6e33e81a,1444774.2511618622
6e33e81f,1252315.4451356633
6e33e824,1415352.215242139
6e33e826,1490200.4536742603
6e33e82c,1212789.9050864568
6e33e831,1216093.4541614905
6e33e835,1410725.7391837386
6e33e838,1251874.560550758
6e33e83d,1383951.9894868366
6e33e841,1427201.7395085052
6e33e845,1511493.6453664298
6e33e849,1403838.7716434875
6e33e84f,1373089.9286598735
6e33e855,1202707.7344729877
6e33e859,1298804.4435909973
6e33e85f,1391255.2058557684
6e33e862,963721.5003620246
6e33e865,1009475.8443868094
6e33e868,1127329.8203209103
6e33e86c,1341715.6031346184
6e33e872,1254966.7610829102
6e33e874,1250151.029111343
6e33e877,1187730.8004337216
6e33e87d,867860.6523700096
6e33e882,1389294.658282451
6e33e886,1262306.6746186174
6e33e88a,1490369.7436874593
6e33e88c,1443102.4268665677
6e33e88e,1144273.2471086034
6e33e893,1353060.0567568906
6e33e898,1132528.5400290773
6e33e89a,1198880.2585461761
6e33e89d,1294916.4835600322
6e33e89f,1364430.1420040268
6e33e8a4,1415197.5967160389
6e33e8a8,1239067.0044898926
6e33e8ae,1240057.218242125
6e33e8b0,1071022.9076774432
6e33e8b2,1233817.7223412604
6e33e8b6,1348254.5606334053
6e33e8b8,1311887.9371143086
6e33e8bd,1368415.6186693017
6e33e8bf,1257374.1206819776
6e33e8c3,1330568.8166468036
6e33e8c8,1403830.6404739541
6e33e8cb,1282872.9031213785
6e33e8d0,1383638.8775208748
6e33e8d3,1218111.7634993098
6e33e8d7,1406207.8892982516
6e33e8dd,1208537.9458928478
6e33e8df,1446621.2549522908
6e33e8e3,1134124.9316365249
6e33e8e9,1477091.8461384738
6e33e8ec,1439601.7346587456
6e33e8f0,1449769.157279478
6e33e8f3,876824.3712375469
6e33e8f5,1449906.7598391448
6e33e8f9,1273711.7347436177
6e33e8ff,1539720.5872270893
6e33e904,1398591.737543914
6e33e906,1316233.763628161
6e33e90c,1420913.314601696
6e33e911,951523.6479406647
6e33e916,1344155.3885069164
6e33e919,1432723.6502787021
6e33e91f,1388607.205689071
6e33e925,1357404.2132229044
6e33e928,1230661.6632125962
6e33e92e,1646807.403515801
6e33e932,972588.3870409068
6e33e934,977710.2657537195
6e33e939,1139530.8360643075
6e33e93d,1388513.8094275333
6e33e942,1229160.2874209778
6e33e947,1375517.838504898
6e33e94c,1048365.5332676491
6e33e952,1620155.8441173723
6e33e957,1325926.945876092
6e33e959,1127722.6437830853
6e33e95f,1248566.8654841175
6e33e963,1372167.9061687076
6e33e967,851239.5405362581
6e33e96a,1177883.1320027555
6e33e96e,1324326.211487809
6e33e973,1327765.474252454
6e33e977,1240666.9791046297
6e33e97c,1288404.8541692814
6e33e982,1554176.8865604794
6e33e988,1459244.6689242867
6e33e98e,970707.0607268587
6e33e991,1527956.7325712
6e33e996,1531239.6623247687
6e33e998,1199937.4132835055
6e33e99b,1483063.5084169623
6e33e9a0,1572766.0543530104
6e33e9a6,1189846.5009774733
6e33e9aa,1285832.6142725768
6e33e9af,1048180.8957444447
6e33e9b2,1525612.622106409
6e33e9b8,1369658.2056485552
6e33e9bd,1597930.2801350178
6e33e9c3,1239712.2835007692
6e33e9c6,1141221.6412433535
6e33e9cc,1235353.6520194784
6e33e9d2,1224159.3675308821
6e33e9d8,1436850.6565879995
6e33e9db,1468805.6008381275
6e33e9de,1288034.1438617082
6e33e9e2,1450440.6419196005
6e33e9e5,1378499.647228377
6e33e9ea,1182888.2844121782
6e33e9ee,1414906.7149373225
6e33e9f3,1252089.682614046
6e33e9f7,1401260.520416988
6e33e9fd,1310845.1285313051
6e33ea03,1352914.43642933
6e33ea09,1502692.633148978
6e33ea0b,1278625.9360126008
6e33ea0f,962558.9953108572
6e33ea15,1351797.0080768787
6e33ea1b,1354478.9360526016
6e33ea21,1457152.9508978797
6e33ea25,1378271.5299919962
6e33ea29,1245164.365167023
6e33ea2d,905721.0469634086
6e33ea2f,1219714.2239211195
6e33ea32,1543710.4846613444
6e33ea37,1099964.6330722924
6e33ea3d,1071821.6894979395
6e33ea42,1300871.9207962442
6e33ea47,923055.5101946145
6e33ea4a,1556049.854453956
6e33ea4d,983303.7312694793
6e33ea4f,1255292.581113137
6e33ea53,1235833.8621336357
6e33ea59,1337270.5286516284
6e33ea5d,1537279.0215433885
6e33ea63,1305906.9415967674
6e33ea69,1375709.7443503875
6e33ea6c,1422400.8543773207
6e33ea6e,1299783.207236827
6e33ea72,1472600.1970950223
6e33ea75,1248627.2846878285
6e33ea78,1546777.8361334694
6e33ea7a,1290471.9103984896
6e33ea7c,1513512.108625418
6e33ea7e,1099013.7785115074
6e33ea84,1179596.41201765
6e33ea87,1167109.5784753158
6e33ea89,1423957.5056861402
6e33ea8c,1154851.879016694
6e33ea8f,1076870.9916320527
6e33ea94,1010130.8195275109
6e33ea97,1367112.7132339287
6e33ea9d,1251273.3087263547
6e33ea9f,1443125.5047949026
6e33eaa1,1474648.1453069926
6e33eaa3,1273442.762500061
6e33eaa9,1517367.3191334559
6e33eaae,1166850.0732003076
6e33eab0,1430457.2315220004
6e33eab3,1271154.0165642174
6e33eab6,1286822.8357010637
6e33eabb,1270419.2780165656
6e33eabe,1261955.50432932
6e33eac3,1392669.199380528
6e33eac6,1449023.1653313185
6e33eacb,1371741.6965159469
6e33eacd,1073034.7690775984
6e33ead0,1370391.6044259986
6e33ead6,1084324.1966579212
6e33eada,892195.9521492306
6e33eade,1403017.7016013598
6e33eae0,1300309.4385068442
6e33eae5,1451797.0625216956
6e33eae7,1340052.4495288406
6e33eaec,1383958.0619694875
6e33eaef,1398768.3964279832
6e33eaf5,1513687.1782038854
6e33eafa,1452945.374965638
6e33eaff,1454380.0475196305
6e33eb01,1489961.2271931432
6e33eb06,1285197.7285382578
6e33eb08,1405425.6289328816
6e33eb0e,981478.9897542704
6e33eb10,1141169.5411932103
6e33eb16,1231131.2529168588
6e33eb1b,1306903.844843012
6e33eb1d,1171110.6114096167
6e33eb20,1294470.669233455
6e33eb22,1413315.0128088829
6e33eb28,1528514.6759358933
6e33eb2c,1422720.4485471249
6e33eb31,1348449.2787770266
6e33eb37,1317635.8497661091
6e33eb3c,1226903.2859837264
6e33eb42,1397583.7543309387
6e33eb44,838324.5760952162
6e33eb4a,1558569.7101830305
6e33eb4d,1284266.0745758922
6e33eb4f,1418371.497789816
6e33eb52,824585.5788760312
6e33eb56,1277956.1906729206
6e33eb58,1499923.3592169832
6e33eb5d,1453641.8337989945
6e33eb63,1420130.6964632312
6e33eb66,1369259.8540860575
6e33eb68,1511204.091400704
6e33eb6c,1063945.423491971
6e33eb6e,1387583.6838120497
6e33eb73,1579455.1558026478
6e33eb79,1502027.183466628
6e33eb7b,1144947.6648008248
6e33eb7d,877968.7208317049
6e33eb82,1451246.0177440813
6e33eb84,1535920.2549531828
6e33eb88,1300184.9912822666
6e33eb8a,1439032.9244751977
6e33eb8d,1197530.6694042876
6e33eb91,1506619.6300228888
6e33eb96,1346693.8438143004
6e33eb98,1357799.9190995789
6e33eb9b,938085.100102766
6e33eba1,884047.1704843703
6e33eba3,1263930.5858158073
6e33eba9,1069305.4934096457
6e33ebae,1193054.510333395
6e33ebb3,1449308.5182328182
6e33ebb5,1351156.021386746
6e33ebb7,1188579.1058033074
6e33ebb9,1270688.906651684
6e33ebbe,1442438.024316516
6e33ebc0,1331671.3625554517
6e33ebc3,1508118.3602907953
6e33ebc7,1425012.085865738
6e33ebcb,1301249.9983882427
6e33ebd0,1377155.8330693007
6e33ebd2,1398347.5658485543
6e33ebd6,1392469.2922288312
6e33ebdb,1432898.0254265163
6e33ebe1,1093251.6566188554
6e33ebe3,1222406.0050779914
6e33ebe6,758300.2376493879
6e33ebe9,1246798.6577568988
6e33ebef,1138648.4172306887
6e33ebf5,1345930.4769884774
6e33ebf8,1615908.9201603795
6e33ebfd,1114223.1036081254
6e33ec01,1369908.3034928446
6e33ec04,1131464.5781712318
6e33ec06,1222497.1192759247
